record,beat_number,qrs_sample,qrs_seconds,qrs_annotation,qrs_symbol,p_onset_sample,p_peak_sample,p_offset_sample,qrs_onset_sample,qrs_offset_sample,t_onset_sample,t_peak_sample,t_offset_sample,t_wave_type
212,277,64753,179.86944444444444,RBBB,R,64685,64701,64717,64733,64788,64801,64834,64866,normal
212,278,64976,180.48888888888888,RBBB,R,64909,64925,64940,64956,65010,65024,65056,65087,normal
212,279,65192,181.0888888888889,RBBB,R,65130,65143,65159,65174,65226,65237,65271,65303,normal
212,280,65408,181.6888888888889,RBBB,R,65346,65359,65374,65389,65442,65452,65485,65516,normal
212,281,65617,182.26944444444445,RBBB,R,65552,65566,65582,65600,65652,65667,65697,65728,normal
212,282,65839,182.88611111111112,RBBB,R,65772,65787,65804,65820,65874,65885,65922,65955,normal
212,283,66079,183.55277777777778,RBBB,R,66011,66026,66042,66060,66115,66125,66162,66195,normal
212,284,66319,184.21944444444443,RBBB,R,66250,66266,66282,66299,66358,66373,66407,66438,normal
212,285,66555,184.875,RBBB,R,66487,66501,66518,66535,66592,66602,66640,66673,normal
212,286,66788,185.5222222222222,RBBB,R,66718,66734,66752,66770,66824,66836,66869,66902,normal
212,287,67014,186.15,RBBB,R,66948,66963,66979,66994,67049,67059,67093,67127,normal
212,288,67232,186.75555555555556,RBBB,R,67168,67182,67197,67213,67267,67274,67308,67340,normal
212,289,67447,187.3527777777778,RBBB,R,67384,67399,67414,67428,67481,67495,67526,67558,normal
212,290,67682,188.00555555555556,RBBB,R,67614,67630,67647,67662,67716,67730,67762,67795,normal
212,291,67929,188.69166666666666,RBBB,R,67862,67877,67894,67912,67964,67979,68011,68043,normal
212,292,68175,189.375,RBBB,R,68106,68122,68139,68156,68214,68229,68262,68294,normal
212,293,68416,190.04444444444445,RBBB,R,68350,68364,68380,68396,68453,68463,68499,68532,normal
212,294,68663,190.73055555555555,RBBB,R,68594,68609,68626,68643,68699,68707,68747,68782,normal
212,295,68911,191.41944444444445,RBBB,R,68842,68857,68874,68890,68948,68965,68993,69029,normal
212,296,69148,192.07777777777778,RBBB,R,69083,69097,69113,69130,69182,69196,69228,69260,normal
212,297,69387,192.74166666666667,RBBB,R,69320,69336,69352,69371,69421,69435,69466,69499,normal
212,298,69634,193.42777777777778,RBBB,R,69567,69583,69600,69617,69669,69687,69713,69747,normal
212,299,69870,194.08333333333334,RBBB,R,69806,69820,69836,69854,69904,69922,69949,69982,normal
212,300,70105,194.73611111111111,RBBB,R,70040,70055,70069,70084,70141,70154,70186,70221,normal
212,301,70354,195.42777777777778,RBBB,R,70286,70301,70317,70334,70392,70405,70441,70476,normal
212,302,70607,196.13055555555556,RBBB,R,70537,70552,70571,70589,70644,70662,70693,70729,normal
212,303,70853,196.8138888888889,RBBB,R,70785,70800,70817,70836,70891,70904,70939,70971,normal
212,304,71100,197.5,RBBB,R,71031,71047,71063,71079,71136,71155,71184,71219,normal
212,305,71343,198.175,RBBB,R,71278,71293,71309,71325,71376,71390,71419,71453,normal
212,306,71581,198.8361111111111,RBBB,R,71517,71532,71548,71563,71616,71629,71659,71691,normal
212,307,71812,199.4777777777778,RBBB,R,71745,71762,71776,71795,71849,71864,71891,71925,normal
212,308,72047,200.13055555555556,RBBB,R,71981,71996,72013,72029,72081,72096,72127,72160,normal
212,309,72283,200.7861111111111,RBBB,R,72218,72232,72248,72261,72318,72328,72365,72400,normal
212,310,72520,201.44444444444446,RBBB,R,72451,72466,72483,72499,72559,72571,72606,72637,normal
212,311,72762,202.11666666666667,RBBB,R,72694,72709,72726,72740,72804,72810,72848,72885,normal
212,312,73012,202.8111111111111,RBBB,R,72940,72958,72976,72991,73052,73061,73094,73130,normal
212,313,73254,203.48333333333332,RBBB,R,73187,73202,73221,73235,73295,73303,73337,73372,normal
212,314,73492,204.14444444444445,RBBB,R,73426,73441,73459,73470,73530,73540,73574,73606,normal
212,315,73723,204.7861111111111,RBBB,R,73653,73671,73690,73702,73761,73768,73802,73836,normal
212,316,73945,205.40277777777777,RBBB,R,73880,73895,73913,73925,73980,73988,74023,74060,normal
212,317,74164,206.01111111111112,RBBB,R,74099,74113,74131,74145,74201,74209,74242,74275,normal
212,318,74384,206.62222222222223,RBBB,R,74317,74332,74351,74363,74429,74433,74467,74499,normal
212,319,74614,207.26111111111112,RBBB,R,74546,74561,74579,74591,74653,74664,74699,74738,normal
212,320,74854,207.92777777777778,RBBB,R,74785,74800,74818,74833,74891,74901,74936,74971,normal
212,321,75095,208.59722222222223,RBBB,R,75027,75041,75058,75073,75136,75151,75183,75219,normal
212,322,75343,209.2861111111111,RBBB,R,75273,75289,75305,75320,75381,75391,75428,75462,normal
212,323,75587,209.9638888888889,RBBB,R,75520,75534,75552,75567,75622,75637,75667,75700,normal
212,324,75818,210.60555555555555,RBBB,R,75752,75767,75783,75800,75852,75868,75899,75932,normal
212,325,76046,211.23888888888888,RBBB,R,75983,75996,76012,76026,76081,76089,76125,76155,normal
212,326,76270,211.86111111111111,RBBB,R,76206,76220,76236,76253,76305,76318,76351,76383,normal
212,327,76504,212.51111111111112,RBBB,R,76438,76453,76469,76487,76540,76553,76588,76622,normal
212,328,76747,213.1861111111111,RBBB,R,76678,76694,76710,76728,76781,76802,76830,76865,normal
212,329,76983,213.84166666666667,RBBB,R,76914,76929,76945,76965,77020,77031,77068,77101,normal
212,330,77219,214.49722222222223,RBBB,R,77152,77167,77184,77201,77256,77268,77305,77342,normal
212,331,77464,215.17777777777778,RBBB,R,77396,77412,77428,77445,77499,77513,77546,77582,normal
212,332,77697,215.825,RBBB,R,77630,77644,77661,77677,77732,77746,77779,77812,normal
212,333,77919,216.44166666666666,RBBB,R,77856,77869,77884,77902,77954,77964,77999,78032,normal
212,334,78145,217.06944444444446,RBBB,R,78080,78095,78111,78129,78178,78194,78222,78256,normal
212,335,78372,217.7,RBBB,R,78308,78322,78337,78353,78407,78423,78453,78486,normal
212,336,78597,218.325,RBBB,R,78532,78547,78562,78580,78632,78650,78675,78707,normal
212,337,78822,218.95,RBBB,R,78753,78770,78785,78802,78858,78877,78905,78939,normal
212,338,79055,219.59722222222223,RBBB,R,78988,79003,79018,79036,79093,79111,79139,79174,normal
212,339,79303,220.2861111111111,RBBB,R,79233,79248,79265,79285,79343,79351,79388,79425,normal
212,340,79544,220.95555555555555,RBBB,R,79475,79489,79505,79522,79583,79594,79631,79665,normal
212,341,79780,221.61111111111111,RBBB,R,79713,79728,79744,79762,79816,79832,79863,79897,normal
212,342,80013,222.25833333333333,RBBB,R,79947,79962,79979,79997,80047,80062,80089,80121,normal
212,343,80236,222.87777777777777,RBBB,R,80173,80187,80203,80218,80271,80287,80316,80347,normal
212,344,80461,223.50277777777777,RBBB,R,80398,80412,80427,80443,80497,80507,80541,80574,normal
212,345,80690,224.13888888888889,RBBB,R,80622,80639,80655,80670,80725,80735,80766,80800,normal
212,346,80917,224.76944444444445,RBBB,R,80850,80865,80881,80896,80955,80969,81001,81036,normal
212,347,81152,225.42222222222222,RBBB,R,81083,81097,81116,81133,81188,81205,81237,81272,normal
212,348,81387,226.075,RBBB,R,81319,81333,81350,81367,81425,81434,81473,81507,normal
212,349,81616,226.7111111111111,RBBB,R,81548,81564,81580,81595,81652,81667,81700,81736,normal
212,350,81849,227.35833333333332,RBBB,R,81779,81795,81813,81827,81886,81898,81931,81967,normal
212,351,82076,227.98888888888888,RBBB,R,82012,82026,82042,82059,82113,82124,82155,82191,normal
212,352,82298,228.60555555555555,RBBB,R,82232,82247,82263,82280,82335,82347,82380,82412,normal
212,353,82524,229.23333333333332,RBBB,R,82458,82472,82488,82506,82558,82574,82603,82636,normal
212,354,82750,229.86111111111111,RBBB,R,82686,82700,82716,82729,82785,82795,82832,82865,normal
212,355,82984,230.51111111111112,RBBB,R,82917,82933,82948,82963,83016,83031,83061,83093,normal
212,356,83209,231.13611111111112,RBBB,R,83140,83156,83172,83187,83247,83266,83298,83335,normal
212,357,83453,231.8138888888889,RBBB,R,83387,83402,83418,83432,83489,83512,83540,83580,normal
212,358,83708,232.5222222222222,RBBB,R,83642,83658,83672,83689,83743,83755,83791,83827,normal
212,359,83969,233.24722222222223,RBBB,R,83898,83916,83932,83952,84006,84021,84054,84087,normal
212,360,84211,233.91944444444445,RBBB,R,84143,84158,84174,84192,84248,84265,84294,84328,normal
212,361,84436,234.54444444444445,RBBB,R,84373,84388,84404,84419,84471,84480,84514,84546,normal
212,362,84669,235.19166666666666,RBBB,R,84602,84617,84633,84649,84703,84719,84747,84778,normal
212,363,84884,235.7888888888889,RBBB,R,84820,84834,84850,84866,84918,84932,84963,84995,normal
212,364,85101,236.39166666666668,RBBB,R,85038,85051,85067,85083,85136,85146,85183,85219,normal
212,365,85327,237.01944444444445,RBBB,R,85258,85273,85289,85307,85365,85375,85414,85447,normal
212,366,85561,237.66944444444445,RBBB,R,85494,85508,85525,85542,85597,85614,85645,85682,normal
212,367,85799,238.33055555555555,RBBB,R,85729,85745,85762,85776,85837,85853,85884,85920,normal
212,368,86031,238.975,RBBB,R,85966,85981,85997,86012,86068,86081,86117,86152,normal
212,369,86262,239.61666666666667,RBBB,R,86197,86211,86227,86244,86298,86307,86343,86377,normal
212,370,86493,240.25833333333333,RBBB,R,86427,86441,86458,86475,86526,86541,86571,86603,normal
212,371,86719,240.88611111111112,RBBB,R,86654,86668,86685,86702,86753,86774,86799,86828,normal
212,372,86947,241.51944444444445,RBBB,R,86882,86897,86913,86929,86982,86999,87026,87060,normal
212,373,87175,242.15277777777777,RBBB,R,87108,87124,87139,87155,87211,87222,87255,87288,normal
212,374,87413,242.8138888888889,RBBB,R,87346,87362,87378,87394,87450,87469,87497,87533,normal
212,375,87665,243.51388888888889,RBBB,R,87598,87613,87630,87645,87701,87719,87747,87784,normal
212,376,87910,244.19444444444446,RBBB,R,87841,87856,87873,87890,87946,87966,87995,88029,normal
212,377,88158,244.88333333333333,RBBB,R,88087,88103,88119,88136,88195,88212,88245,88280,normal
212,378,88406,245.57222222222222,RBBB,R,88337,88353,88369,88388,88440,88458,88487,88521,normal
212,379,88644,246.23333333333332,RBBB,R,88577,88592,88608,88627,88678,88696,88722,88757,normal
212,380,88865,246.84722222222223,RBBB,R,88803,88817,88833,88847,88899,88911,88943,88976,normal
212,381,89086,247.4611111111111,RBBB,R,89021,89037,89052,89065,89121,89129,89163,89197,normal
212,382,89308,248.07777777777778,RBBB,R,89242,89256,89272,89289,89343,89360,89389,89421,normal
212,383,89538,248.71666666666667,RBBB,R,89470,89486,89502,89518,89573,89587,89620,89656,normal
212,384,89774,249.37222222222223,RBBB,R,89706,89721,89736,89755,89810,89823,89859,89893,normal
212,385,90016,250.04444444444445,RBBB,R,89944,89961,89977,89998,90054,90069,90103,90138,normal
212,386,90257,250.7138888888889,RBBB,R,90188,90203,90220,90240,90294,90312,90342,90377,normal
212,387,90507,251.40833333333333,RBBB,R,90438,90454,90473,90488,90542,90558,90589,90624,normal
212,388,90744,252.06666666666666,RBBB,R,90677,90692,90708,90728,90781,90793,90827,90860,normal
212,389,90973,252.70277777777778,RBBB,R,90908,90922,90936,90953,91009,91017,91054,91087,normal
212,390,91207,253.3527777777778,RBBB,R,91140,91155,91171,91190,91240,91254,91284,91319,normal
212,391,91435,253.98611111111111,RBBB,R,91369,91384,91400,91415,91471,91488,91517,91553,normal
212,392,91670,254.63888888888889,RBBB,R,91605,91619,91636,91653,91706,91719,91752,91784,normal
212,393,91905,255.29166666666666,RBBB,R,91835,91852,91869,91886,91942,91952,91988,92022,normal
212,394,92148,255.96666666666667,RBBB,R,92076,92093,92110,92130,92185,92202,92235,92271,normal
212,395,92394,256.65,RBBB,R,92324,92340,92356,92373,92430,92444,92480,92516,normal
212,396,92642,257.3388888888889,RBBB,R,92572,92588,92604,92624,92677,92688,92723,92757,normal
212,397,92871,257.975,RBBB,R,92803,92819,92835,92853,92908,92923,92954,92986,normal
212,398,93099,258.60833333333335,RBBB,R,93034,93050,93065,93082,93133,93146,93179,93213,normal
212,399,93331,259.2527777777778,RBBB,R,93266,93281,93297,93311,93365,93382,93409,93441,normal
212,400,93559,259.8861111111111,RBBB,R,93495,93510,93526,93542,93593,93611,93638,93671,normal
212,401,93782,260.50555555555553,RBBB,R,93717,93731,93747,93763,93818,93830,93866,93898,normal
212,402,94015,261.15277777777777,RBBB,R,93945,93961,93978,93996,94052,94067,94101,94136,normal
212,403,94254,261.81666666666666,RBBB,R,94186,94200,94217,94234,94291,94308,94341,94375,normal
212,404,94496,262.4888888888889,RBBB,R,94428,94443,94461,94478,94532,94547,94579,94613,normal
212,405,94724,263.1222222222222,RBBB,R,94654,94670,94688,94705,94762,94776,94809,94842,normal
212,406,94956,263.76666666666665,RBBB,R,94888,94903,94920,94938,94992,95007,95039,95075,normal
212,407,95184,264.4,RBBB,R,95121,95135,95151,95167,95217,95231,95261,95295,normal
212,408,95404,265.0111111111111,RBBB,R,95338,95353,95368,95384,95439,95457,95483,95514,normal
212,409,95623,265.61944444444447,RBBB,R,95557,95572,95587,95606,95658,95671,95704,95739,normal
212,410,95852,266.25555555555553,RBBB,R,95787,95801,95817,95831,95886,95903,95930,95964,normal
212,411,96084,266.9,RBBB,R,96017,96032,96047,96066,96120,96135,96166,96202,normal
212,412,96319,267.5527777777778,RBBB,R,96251,96265,96283,96299,96354,96371,96402,96436,normal
212,413,96554,268.2055555555556,RBBB,R,96485,96500,96517,96534,96591,96606,96640,96676,normal
212,414,96793,268.86944444444447,RBBB,R,96723,96738,96754,96772,96831,96850,96880,96915,normal
212,415,97033,269.5361111111111,RBBB,R,96964,96981,96998,97015,97067,97086,97114,97145,normal
212,416,97265,270.18055555555554,RBBB,R,97199,97213,97229,97248,97299,97317,97345,97377,normal
212,417,97482,270.78333333333336,RBBB,R,97419,97432,97449,97464,97517,97530,97562,97593,normal
212,418,97697,271.38055555555553,RBBB,R,97631,97647,97663,97677,97730,97739,97773,97805,normal
212,419,97909,271.96944444444443,RBBB,R,97843,97858,97873,97892,97944,97958,97988,98020,normal
212,420,98125,272.56944444444446,RBBB,R,98058,98073,98090,98106,98159,98177,98208,98244,normal
212,421,98350,273.19444444444446,RBBB,R,98283,98298,98314,98333,98387,98405,98436,98472,normal
212,422,98581,273.8361111111111,RBBB,R,98509,98527,98542,98559,98618,98633,98667,98702,normal
212,423,98813,274.48055555555555,RBBB,R,98744,98760,98776,98792,98848,98866,98897,98932,normal
212,424,99057,275.15833333333336,RBBB,R,98989,99004,99020,99036,99093,99106,99140,99173,normal
212,425,99290,275.80555555555554,RBBB,R,,,,99281,99305,99310,99372,99407,normal
212,426,99517,276.43611111111113,RBBB,R,99453,99466,99482,99506,99523,99563,99598,99630,normal
212,427,99741,277.05833333333334,RBBB,R,99675,99690,99706,99729,99747,99792,99820,99856,normal
212,428,99964,277.6777777777778,RBBB,R,99899,99915,99930,99952,99970,100014,100043,100077,normal
212,429,100192,278.31111111111113,RBBB,R,100128,100142,100158,100180,100205,100241,100269,100302,normal
212,430,100411,278.9194444444444,RBBB,R,100344,100358,100374,100396,100417,100461,100493,100525,normal
212,431,100636,279.5444444444444,RBBB,R,100567,100583,100598,100613,100649,100684,100721,100759,normal
212,432,100878,280.21666666666664,RBBB,R,100810,100825,100840,100864,100891,100895,100960,100995,normal
212,433,101118,280.8833333333333,RBBB,R,101046,101063,101080,101105,101134,101168,101202,101239,normal
212,434,101347,281.51944444444445,RBBB,R,101281,101295,101311,101326,101362,101405,101431,101462,normal
212,435,101568,282.1333333333333,RBBB,R,101502,101517,101534,101553,101574,101586,101646,101679,normal
212,436,101785,282.7361111111111,RBBB,R,101721,101734,101750,101774,101800,101803,101865,101898,normal
212,437,102000,283.3333333333333,RBBB,R,101937,101951,101968,101989,102006,102016,102077,102110,normal
212,438,102218,283.93888888888887,RBBB,R,102153,102168,102184,102203,102224,102265,102298,102330,normal
212,439,102436,284.5444444444444,RBBB,R,102369,102383,102400,102425,102442,102489,102519,102555,normal
212,440,102659,285.1638888888889,RBBB,R,102590,102606,102621,102646,102675,102714,102742,102776,normal
212,441,102878,285.77222222222224,RBBB,R,102808,102825,102842,102866,102885,102933,102964,103000,normal
212,442,103102,286.39444444444445,RBBB,R,103034,103049,103066,103090,103108,103149,103184,103217,normal
212,443,103329,287.025,RBBB,R,103259,103276,103291,103318,103336,103379,103413,103447,normal
212,444,103556,287.65555555555557,RBBB,R,103486,103502,103518,103540,103562,103609,103638,103672,normal
212,445,103772,288.25555555555553,RBBB,R,103708,103723,103738,103760,103785,103789,103849,103880,normal
212,446,103983,288.84166666666664,RBBB,R,103918,103932,103948,103971,103989,104033,104061,104093,normal
212,447,104191,289.4194444444444,RBBB,R,104124,104140,104155,104170,104197,104242,104270,104304,normal
212,448,104416,290.0444444444444,RBBB,R,104350,104365,104382,104404,104429,104433,104493,104524,normal
212,449,104641,290.6694444444444,RBBB,R,104575,104589,104605,104629,104656,104693,104723,104755,normal
212,450,104872,291.31111111111113,RBBB,R,104805,104820,104836,104859,104888,104923,104954,104988,normal
212,451,105104,291.9555555555556,RBBB,R,105033,105050,105066,105091,105110,105125,105190,105226,normal
212,452,105336,292.6,RBBB,R,105266,105281,105299,105323,105352,105356,105422,105457,normal
212,453,105562,293.22777777777776,RBBB,R,105494,105509,105524,105549,105568,105580,105643,105677,normal
212,454,105776,293.8222222222222,RBBB,R,105707,105724,105741,105760,105790,105826,105858,105890,normal
212,455,105993,294.425,RBBB,R,105929,105944,105960,105982,105999,106042,106069,106103,normal
212,456,106211,295.03055555555557,RBBB,R,106147,106161,106177,106199,106217,106258,106288,106319,normal
212,457,106428,295.6333333333333,RBBB,R,106364,106379,106395,106416,106443,106447,106509,106540,normal
212,458,106650,296.25,RBBB,R,106587,106601,106617,106638,106664,106667,106728,106762,normal
212,459,106883,296.89722222222224,RBBB,R,106815,106830,106847,106870,106890,106941,106967,107000,normal
212,460,107111,297.53055555555557,RBBB,R,107044,107058,107074,107098,107127,107165,107198,107232,normal
212,461,107341,298.1694444444444,RBBB,R,107272,107288,107304,107320,107348,107391,107423,107460,normal
212,462,107570,298.80555555555554,RBBB,R,107501,107516,107533,107558,107577,107589,107654,107690,normal
212,463,107804,299.4555555555556,RBBB,R,107737,107753,107769,107782,107810,107822,107884,107918,normal
212,464,108019,300.0527777777778,RBBB,R,107954,107968,107984,108006,108033,108035,108098,108126,normal
212,465,108235,300.65277777777777,RBBB,R,108168,108184,108200,108207,108241,108282,108334,108366,normal
212,466,108457,301.26944444444445,RBBB,R,,,,108435,108463,108512,108538,108560,normal
212,467,108674,301.8722222222222,RBBB,R,,,,108662,108679,108724,108747,108784,normal
212,468,108892,302.47777777777776,RBBB,R,108795,108818,108842,108873,108905,108944,109006,109027,biphasic_positive_negative
212,469,109116,303.1,RBBB,R,,,,109101,109122,109157,109199,109224,normal
212,470,109348,303.74444444444447,RBBB,R,,,,109328,109354,109419,109435,109472,normal
212,471,109580,304.3888888888889,RBBB,R,,,,109563,109587,109623,109664,109700,normal
212,472,109813,305.0361111111111,RBBB,R,109701,109721,109758,109791,109820,109872,109896,109932,normal
212,473,110047,305.68611111111113,RBBB,R,109978,109992,110010,110035,110054,110114,110131,110166,normal
